$VAR__
Name|Platform|Year|Publisher|Global_Sales
ESPN NBA Basketball|PS2|2003|Sega|0.54
Carnival Island|PS3|2011|Sony Computer Entertainment|0.23
Nickelodeon Dance|X360|2011|Take-Two Interactive|0.11
Afro Samurai|PS3|2009|Atari|0.2
NHL 2005|GC|2004|Electronic Arts|0.07
Dragon's Dogma Online|PS3|2015|Capcom|0.03
Wordmaster|DS|2008|Zoo Digital Publishing|0.09
Nintendo Presents: New Style Boutique 2 - Fashion Forward|3DS|2015|Nintendo|0.69
Grand Theft Auto III|PC|2002|Take-Two Interactive|0.01
2 Games in 1: Sonic Battle & ChuChu Rocket!|GBA|2005|THQ|0.61
Rollin' Rascals|DS|2009|Rising Star Games|0.04
E.X. Troopers|PS3|2012|Capcom|0.05
Open Season|PSP|2006|Ubisoft|0.08
Metroid Prime 3: Corruption|Wii|2007|Nintendo|1.82
Spongebob Squarepants / Fairly Odd Parents Double Pack|GBA|2005|THQ|0.15
Disney Infinity|3DS|2013|Disney Interactive Studios|0.29
NASCAR Thunder 2003|XB|2002|Electronic Arts|0.27
Area 51|PS|1996|GT Interactive|0.72
Sega Rally Revo|X360|2007|Sega|0.45
The Conduit|Wii|2009|Sega|0.58
Naruto: Path of the Ninja 2|DS|2006|Takara Tomy|0.23
Super Robot Taisen α Gaiden|PS|2001|Banpresto|0.62
NFL Blitz Pro|PS2|2003|Midway Games|0.23
Psychic Detective|PS|1995|Electronic Arts|0.01
Yoru no Nai Kuni|PS3|2015|Tecmo Koei|0.05
Darksiders II|PC|2012|Nordic Games|0.16
WWE SmackDown vs. Raw 2010|X360|2009|THQ|1.05
LEGO Star Wars II: The Original Trilogy|X360|2006|LucasArts|0.64
Lego Star Wars: The Force Awakens|XOne|2016|Warner Bros. Interactive Entertainment|0.24
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice|PSV|2013|Namco Bandai Games|0.03
Disney Infinity 3.0|PS3|2015|Disney Interactive Studios|0.47
WCW/nWo Revenge|N64|1998|THQ|2.38
Dark Souls II|XOne|2015|Namco Bandai Games|0.22
Eternal Poison (JP sales)|PS2|2008|Banpresto|0.13
Dungeon Maker II: The Hidden War|PSP|2007|Global A Entertainment|0.07
Green Lantern: Rise of the Manhunters|3DS|2011|Warner Bros. Interactive Entertainment|0.13
Top Gear RPM Tuning|XB|2005|Wanadoo|0.02
Supermodel Makeover by Lauren Luke|DS|2009|Avanquest|0.02
Jikkyou Powerful Pro Yakuu '94|SNES|1994|Konami Digital Entertainment|0.41
X2: Wolverine's Revenge|GC|2003|Activision|0.12
All Star Pro-Wrestling|PS2|2000|SquareSoft|0.2
Adventure Time: Finn & Jake Investigations|WiiU|2015|Little Orbit|0.05
Knight's Apprentice: Memorick's Adventures|XB|2004|Microids|0.02
Toukiden 2|PS4|2016|Tecmo Koei|0.08
Cook Wars|Wii|2009|Ubisoft|0.04
Hard Hitter Tennis|PS2|2001|Midas Interactive Entertainment|0.3
Bomberman Jetters|GC|2002|Hudson Soft|0.08
Backyard Sports Football: Rookie Rush|X360|2010|Atari|0.12
Teenage Mutant Ninja Turtles 2: Battle Nexus|GBA|2004|Konami Digital Entertainment|0.32
In Cold Blood|PS|2000|Sony Computer Entertainment|0.03
Capcom Digital Collection|X360|2012|Capcom|0.03
Iza, Shutsujin! Koisen|PSP|2011|Quinrose|0.01
Tiger Woods PGA Tour 10|PS3|2009|Electronic Arts|0.79
Solitaire Overload Plus|DS|2010|Telegames|0.17
Mega Man X5|PS|2000|Capcom|0.75
Jeanne d'Arc|PSP|2006|Sony Computer Entertainment|0.33
Diabolik Lovers: Dark Fate|PSV|2015|Idea Factory|0.03
Chessmaster|GBA|2002|Ubisoft|0.04
Cabela's African Safari|PSP|2006|Activision Value|0.05
Gaist Crusher|3DS|2013|Capcom|0.05
The Incredible Hulk: Ultimate Destruction|XB|2005|Vivendi Games|0.23
The Witcher 3: Wild Hunt|PC|2015|Namco Bandai Games|0.67
The Price is Right: Decades|Wii|2011|Ubisoft|0.13
Inazuma Eleven Strikers 2012 Xtreme|Wii|2011|Level 5|0.19
NASCAR 2011: The Game|PS3|2011|Activision|0.27
Devil May Cry HD Collection|X360|2012|Capcom|0.44
Dark Cavern|2600|1981|Mattel Interactive|0.24
Muppets Party Cruise|PS2|2003|TDK Mediactive|0.06
Junjou Romanchika: Koi no Doki Doki Daisakusen|PS2|2008|Marvelous Interactive|0.01
Suikoden III|PS2|N/A|Unknown|0.98
All Kamen Rider: Rider Generation|DS|2011|Namco Bandai Games|0.12
TimeSplitters: Future Perfect|PS2|2005|Electronic Arts|0.24
NBA 2K2|PS2|2002|Sega|1.22
Transformers: Cybertron Adventures|Wii|2010|Activision|0.28
James Pond: Codename Robocod|GBA|2005|Play It|0.03
Epic Mickey 2: The Power of Two|WiiU|2012|Disney Interactive Studios|0.24
Sega GT|DC|2000|Sega|0.13
Spore Hero|Wii|2009|Electronic Arts|0.41
Top Gear Rally|N64|1997|Kemco|0.4
Championship Motocross featuring Ricky Carmichael|PS|1998|THQ|0.58
Mister Slime|DS|2008|SouthPeak Games|0.05
Ultimate Brain Games|GBA|2003|Telegames|0.08
How to Train Your Dragon 2|Wii|2014|Little Orbit|0.27
LEGO Marvel's Avengers|3DS|2016|Warner Bros. Interactive Entertainment|0.18
Jonas|DS|2009|Disney Interactive Studios|0.3
Pinball Hall of Fame: The Gottlieb Collection|PS2|2004|Play It|0.33
Brothers in Arms: Hell's Highway|X360|2008|Ubisoft|0.87
Metal Gear Solid 3: Snake Eater|PS2|2004|Konami Digital Entertainment|4.23
San-X Character Channel: All-Star Daishuugou!|DS|2008|MTO|0.01
WCW vs. nWo: World Tour|N64|1997|THQ|1.69
Dead Space 3|PC|N/A|Electronic Arts|0.2
Classic NES Series: Donkey Kong|GBA|2004|Nintendo|0.73
Valhalla Knights 2: Battle Stance|PSP|2009|Marvelous Interactive|0.04
World of Warcraft: Mists of Pandaria|PC|2012|Activision|1.83
Oreshika: Tainted Bloodlines|PSV|2014|Sony Computer Entertainment|0.15
Donkey Kong 64|N64|1999|Nintendo|5.27
Prince of Persia: The Forgotten Sands|PC|2010|Ubisoft|0.03
The Idolmaster: Gravure For You! Vol.9|PS3|2012|Namco Bandai Games|0.02
Super Robot Taisen MX Portable|PSP|2005|Banpresto|0.09
Disgaea 4: A Promise Unforgotten|PSV|2014|Nippon Ichi Software|0.18
Charm Girls Club: My Fashion Mall|DS|N/A|Unknown|0.12
Ratchet: Deadlocked|PS2|2005|Sony Computer Entertainment|1.24
Petz Nursery|DS|2009|Ubisoft|0.58
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V|PSP|2009|Namco Bandai Games|0.07
Disney Sing It: Party Hits|PS3|2010|Disney Interactive Studios|0.12
World in Conflict: Complete Edition|PC|2009|Ubisoft|0.04
Barbie in The 12 Dancing Princesses|DS|2007|Activision|0.11
MLB 09: The Show|PSP|2009|Sony Computer Entertainment|0.26
The Legend of Zelda: Link's Awakening|GB|1992|Nintendo|3.83
Animal Crossing|GC|2001|Nintendo|3.15
Kidz Sports: Crazy Golf|Wii|2008|Data Design Interactive|0.13
Cabela's Outdoor Adventures (2006)|PS2|2005|Zoo Digital Publishing|0.35
Ninja Warriors|SNES|1993|Titus|0.07
Hunter: The Reckoning  Wayward|PS2|2003|Interplay|0.43
Game of Thrones (Telltale)|PS3|2015|Telltale Games|0.06
Legacy of Kain: Defiance|PS2|2003|Eidos Interactive|0.53
Battlefield 3|X360|2011|Electronic Arts|7.34
The Chronicles of Narnia: The Lion, The Witch and The Wardrobe|GBA|N/A|Disney Interactive Studios|0.67
Just Cause|PC|2006|Eidos Interactive|0.02
Patapon 2|PSP|2008|Sony Computer Entertainment|0.11
Scene It? Box Office Smash|X360|2008|Microsoft Game Studios|0.66
MTV Celebrity Deathmatch|PS2|2003|Gotham Games|0.76
Classic Dungeon X2|PSP|2011|Nippon Ichi Software|0.05
Shin Megami Tensei: Devil Summoner - Soul Hackers|3DS|2012|Atlus|0.3
Kamen Rider Kabuto|PS2|2006|Namco Bandai Games|0.06
Marvel Super Heroes|PS|1997|Virgin Interactive|0.34
Assassin's Creed: Altair's Chronicles|DS|2008|Ubisoft|0.05
Jr. Pac-Man|2600|1983|Atari|0.78
Kingdoms of Amalur: Reckoning|PC|2012|Electronic Arts|0.31
Dog's Life|PS2|2003|Sony Computer Entertainment|0.42
All-Star Baseball 2003|XB|2002|Acclaim Entertainment|0.26
SpongeBob SquarePants: Plankton's Robotic Revenge|X360|2013|Activision|0.05
Final Fantasy II Anniversary Edition|PSP|2007|Square Enix|0.51
Petz: Horse Club|Wii|2008|Ubisoft|0.22
Front Mission|DS|2007|Square Enix|0.04
Ener-G: Gym Rockets|DS|2008|Ubisoft|0.39
International Soccer|2600|1981|Mattel Interactive|0.19
Eiken DS|DS|2007|Rocket Company|0.07
Worms: Open Warfare|DS|2006|THQ|0.08
Bleach: The Blade of Fate|DS|2006|Sega|0.46
Tetris|NES|1988|Nintendo|5.58
Love Plus +|DS|2010|Konami Digital Entertainment|0.23
My Frogger: Toy Trials|DS|2006|Konami Digital Entertainment|0.03
Little Battlers eXperience W|PSP|2012|Level 5|0.19
NHL 07|X360|2006|Electronic Arts|0.27
Speed Racer|PS|1996|Tomy Corporation|0.07
Haunted Casino|SAT|1996|Societa|0.04
Buzz! The Hollywood Quiz|PS2|2007|Sony Computer Entertainment|0.78
Vin Diesel: Wheelman|PS3|2009|Ubisoft|0.33
[Prototype 2]|X360|2012|Activision|0.8
Harry Potter and the Deathly Hallows - Part 1|X360|2010|Electronic Arts|0.46
Dynasty Warriors 5 Empires|X360|2006|Tecmo Koei|0.13
Mass Effect 3|PC|2012|Electronic Arts|0.97
Shrek Super Party|PS2|2002|TDK Mediactive|0.29
SSX On Tour|PSP|2005|Electronic Arts|0.23
The Idolm@ster 2|PS3|2011|Namco Bandai Games|0.16
Machi-ing Maker 4|PS3|2011|D3Publisher|0.02
NCIS|X360|2011|Ubisoft|0.14
Detective Jinguuji Saburo: Ronde Revenge|3DS|2012|Arc System Works|0.02
Michael Jackson: The Experience|PS3|2011|Ubisoft|0.54
The Urbz: Sims in the City|PS2|2004|Electronic Arts|1.76
Barbie: Groom and Glam Pups|Wii|2010|THQ|0.22
Shrek SuperSlam|GC|2005|Activision|0.22
Otomedius Excellent|X360|N/A|Unknown|0.18
The Secret Saturdays: Beasts of the 5th Sun|Wii|2009|D3Publisher|0.1
Rocket Power: Beach Bandits|GC|2002|THQ|0.23
Rugby World Cup 2011|PS3|2011|505 Games|0.33
Syphon Filter|PS|1999|Sony Computer Entertainment|2.88
WWE All Stars|PS2|2011|THQ|0.11
The Lord of the Rings: The Return of the King|PS2|2003|Electronic Arts|3.28
The House of the Dead: Overkill|Wii|2009|Sega|0.87
Dollar Dash|PS2|2005|Take-Two Interactive|1.6
Diner Dash: Flo on the Go|DS|2009|Zoo Games|0.14
Nanotek Warrior|PS|1997|Virgin Interactive|0.03
Horsez|DS|2006|Ubisoft|0.42
Kidou Senkan Nadesico|SAT|1997|Sega|0.15
The King of Fighters 02/03|XB|2005|SNK Playmore|0.03
Kamaitachi no Yoru 2: Tokubetsu Hen|PSP|2006|ChunSoft|0.01
Blast Works: Build, Trade, Destroy|Wii|2008|Eidos Interactive|0.1
Transformers: Dark of the Moon|X360|2011|Activision|0.29
Shaman King: Chou Senjiryokketsu 3|GBA|2002|King Records|0.02
Kingdom Hearts 358/2 Days|DS|2009|Square Enix|2.04
Dynasty Warriors 8: Empires|PS4|2014|Tecmo Koei|0.18
Dynasty Warriors 5|PS2|2005|Tecmo Koei|1.39
Thief (2014)|PC|2014|Square Enix|0.11
Sonic Adventure 2 Battle|GC|2001|Sega|2.56
Ratchet & Clank: Full Frontal Assault|PSV|2012|Sony Computer Entertainment|0.01
Diablo II|PC|2000|Havas Interactive|0.13
Mobile Suit Gundam version 2.0|PS|1996|Namco Bandai Games|0.38
WWF Attitude|N64|1999|Acclaim Entertainment|0.71
Battle Fantasia|X360|2008|505 Games|0.09
Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere|PS2|2007|Kadokawa Shoten|0.02
Dance Dance Revolution Universe 2|X360|2007|Konami Digital Entertainment|0.5
Xblaze: Lost Memories|PSV|2015|Arc System Works|0.03
PES 2009: Pro Evolution Soccer|X360|2008|Konami Digital Entertainment|1
FIFA 14|XOne|2013|Electronic Arts|1.19
Style Book: Junior City|DS|2006|Namco Bandai Games|0.02
WWE 2K15|XOne|2014|Take-Two Interactive|0.56
The Legend of Spyro: The Eternal Night|DS|2007|Vivendi Games|0.37
Ty the Tasmanian Tiger 3: Night of the Quinkan|PS2|2005|Activision|0.19
Mission: Impossible|N64|1997|Ocean|1.17
WorldShift|PC|2009|Playlogic Game Factory|0.02
Castle Shikigami 2|PS2|2004|Play It|0.02
LEGO Battles|DS|2009|Warner Bros. Interactive Entertainment|1.31
Kirby & the Amazing Mirror|GBA|2004|Nintendo|1.64
Tales of Destiny 2|PS2|2002|Namco Bandai Games|0.8
Warship Gunner 2 Portable|PSP|2009|Tecmo Koei|0.02
Skylanders: Trap Team|3DS|2014|Activision|0.26
Viva Pinata|X360|2006|Microsoft Game Studios|1.63
IL-2 Sturmovik: 1946|PC|2006|Ubisoft|0.04
The Sims|PC|2000|Electronic Arts|0.05
Spider-Man: Mysterio's Menace|GBA|2001|Activision|0.61
Arc Rise Fantasia|Wii|2009|Marvelous Interactive|0.19
FIFA Soccer 06|XB|2005|Electronic Arts|0.68
NBA 2K3|PS2|2002|Sega|1.05
Star Wars: Jedi Starfighter|PS2|2002|Activision|0.5
Mario Power Tennis|GC|2004|Nintendo|1.22
NBA Live 2004|XB|2003|Electronic Arts|0.51
Quo Vadis|SAT|1995|Glams|0.08
Tom Clancy's Rainbow Six: Lockdown|XB|2005|Ubisoft|0.41
Tamagotchi Party On!|Wii|2006|Namco Bandai Games|0.19
Dai-2-Ji Super Robot Taisen Z Saisei-hen|PSP|2012|Namco Bandai Games|0.36
Remington Super Slam Hunting: North America|Wii|2010|Mastiff|0.19
King of Fighters: Maximum Impact|PS2|2004|Ignition Entertainment|0.26
Kororinpa: Marble Mania|Wii|2006|Nintendo|0.14
Rozen Maiden: Duellwalzer|PS2|2006|Taito|0.02
Rudra no Hihou|SNES|1996|SquareSoft|0.15
International Cricket 2010|X360|2010|Codemasters|0.14
SimCity 2000|GBA|2003|Zoo Digital Publishing|0.11
Persona 5|PS4|2016|Atlus|0.34
LittleBigPlanet PS Vita|PSV|2012|Sony Computer Entertainment|1.47
Championship Manager 03/04|PC|2003|Eidos Interactive|1.26
Crash City Mayhem|GBA|2004|THQ|0.93
Gradius V|PS2|2004|Konami Digital Entertainment|0.09
Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike|PSP|2009|D3Publisher|0.02
Tony Hawk's Underground|GBA|2003|Activision|0.6
Ape Escape: On the Loose|PSP|2005|Sony Computer Entertainment|0.7
Kirby's Return to Dreamland|Wii|2011|Nintendo|1.7
Walt Disney's The Jungle Book: Rhythm N'Groove|PS|2000|Sony Computer Entertainment|0.09
Unchained Blades|PSP|2011|FuRyu|0.06
I-Ninja|GC|2003|Namco Bandai Games|0.09
A Vampyre Story|PC|2008|Crimson Cow|0.02
Serious Sam|XB|2002|Take-Two Interactive|0.15
WRC 2: FIA World Rally Championship|PS3|2011|Ubisoft|0.17
World Tour Soccer 2003|PS2|2002|Sony Computer Entertainment|0.14
Toriko: Gourmet Battle!|3DS|2013|Namco Bandai Games|0.06
Dead Ball Zone|PS|1998|GT Interactive|0.04
Destruction Derby|PS|1995|Psygnosis|0.9
Lips: Party Classics|X360|2010|Microsoft Game Studios|0.18
Disney's The Lion King|SNES|1994|Virgin Interactive|1.79
Donkey Kong Country|GB|2000|Nintendo|2.19
Naruto Shippuden: Gekito Ninja Taisen! EX|Wii|2007|Takara Tomy|0.1
The Putter Golf|PS|2001|D3Publisher|0.07
Digimon World DS (JP sales)|DS|2006|Namco Bandai Games|0.23
Bikkuriman Daijiten|DS|N/A|N/A|0.03
Tak and the Guardians of Gross|Wii|2008|THQ|0.16
Need for Speed Carbon|PS2|2006|Electronic Arts|1.34
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion|PS2|2003|THQ|0.42
Bad Boys: Miami Takedown|PS2|2004|Empire Interactive|1.15
Psychonauts|PS2|2005|Majesco Entertainment|0.09
Porky's|2600|1982|20th Century Fox Video Games|0.25
Despicable Me: The Game - Minion Mayhem|DS|2010|D3Publisher|0.54
Halo 3|X360|2007|Microsoft Game Studios|12.14
Clu Clu Land|NES|1984|Nintendo|0.82
MotoGP '06|X360|2006|THQ|0.14
Pro Baseball Spirits 2015|PSV|2015|Konami Digital Entertainment|0.13
Koisuru Otome to Shugo no Tate: The Shield of AIGIS|PS2|2008|Alchemist|0.02
Combat Wings: The Great Battles of WWII|Wii|N/A|City Interactive|0.03
Red Faction: Armageddon|PC|2011|THQ|0.09
Ratchet & Clank: Into the Nexus|PS3|2013|Sony Computer Entertainment|0.71
Kelly Slater's Pro Surfer|PS2|2002|Activision|0.33
Triple Play 2001|PS|2000|Electronic Arts|1.33
The History Channel: Civil War - Secret Missions|PS3|2008|Activision|0.1
Mega Man Battle Network 6: Cybeast Falzar / Gregar|GBA|2005|Capcom|0.76
X3: Terran War Pack|PC|2012|Deep Silver|0.02
Guild Wars|PC|2005|NCSoft|0.03
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken|PS2|2004|Sammy Corporation|1
Call of Duty: Advanced Warfare|PS4|2014|Activision|7.6
Art Academy: Home Studio|WiiU|2015|Nintendo|0.01
Paranormal Pursuit: The Gifted One|PC|2015|Alawar Entertainment|0.01
WarioWare, Inc.: Mega MicroGame$|GBA|2003|Nintendo|1.23
DiRT 3|X360|2011|Codemasters|0.73
Super Castlevania IV|SNES|1991|Konami Digital Entertainment|0.63
Resistance: Retribution|PSP|2009|Sony Computer Entertainment|0.9
Kimi ni Todoke: Sodateru Omoi|DS|2009|Banpresto|0.02
G.I. Joe: The Rise of Cobra|DS|2009|Electronic Arts|0.14
NBA Live 15|XOne|2014|Electronic Arts|0.2
Madagascar: Escape 2 Africa|PC|2008|Activision|0.01
Desire|SAT|1997|Imadio|0.14
Wanted: Weapons of Fate|X360|2009|Warner Bros. Interactive Entertainment|0.37
Final Fantasy X / X-2 HD Remaster|PS3|2013|Square Enix|1.33
Petz Monkeyz House|DS|2008|Ubisoft|0.23
Root Double: Before Crime After Days|X360|2012|Yeti|0.01
Kanon|DC|2000|NEC Interchannel|0.06
Rocky|XB|2002|Rage Software|0.15
Sekai no Gohan Shaberu! DS Oryouri Navi|DS|2008|Nintendo|0.04
Yu-Gi-Oh! 5D's Tag Force 6|PSP|2011|Konami Digital Entertainment|0.16
Gears of War: Ultimate Edition|XOne|2015|Microsoft Game Studios|3
Gintama: Banji Oku Chuubu!|Wii|2007|Namco Bandai Games|0.03
Rock Band Country Track Pack|PS3|2009|MTV Games|0.19
Dragon Ball: XenoVerse|X360|2015|Namco Bandai Games|0.27
Dementium II|DS|2010|SouthPeak Games|0.12
Forza Motorsport 2|X360|2007|Microsoft Game Studios|4.06
Pro Evolution Soccer 2015|XOne|2014|Konami Digital Entertainment|0.14
Attack on Titan: Humanity in Chains|3DS|2013|Screenlife|0.41
Rare Replay|XOne|2015|Microsoft Game Studios|0.75
Batman Beyond: Return of the Joker|N64|2000|Ubisoft|0.09
Impact Racing|PS|1996|JVC|0.06
Imagine: Teacher Class Trip|DS|2009|Ubisoft|0.24
Akatsuki no Amaneka to Aoi Kyojin|PSP|2010|CyberFront|0.01
Army of Two: The 40th Day|PSP|2010|Electronic Arts|0.32
Dark Souls III|PS4|2016|Namco Bandai Games|1.56
Hyperdimension Neptunia U: Action Unleashed|PSV|2014|Idea Factory International|0.17
TV Show King Party|Wii|2008|Ubisoft|0.67
The Legend of Heroes III: Song of the Ocean|PSP|2006|Namco Bandai Games|0.03
SpongeBob: HeroPants|PSV|2015|Activision|0.05
Army of Two: The Devil's Cartel|PS3|2013|Electronic Arts|0.28
Legendary|PS3|2008|Atari|0.13
Devil May Cry 4|X360|2008|Capcom|1.35
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen|Wii|2007|Taito|0.02
Final Fantasy Tactics|PS|1997|SquareSoft|2.45
DiRT 2|PC|2009|Codemasters|0.05
Interplay Sports Baseball 2000|PS|1999|Interplay|0.06
TouchMaster 3(Others sales)|DS|2009|Warner Bros. Interactive Entertainment|0.26
Super Robot Taisen Impact|PS2|2002|Banpresto|0.65
Evil Genius|PC|2004|Vivendi Games|0.02
Streak: Hoverboard Racing|PS|1998|GT Interactive|0.15
The Wolf Among Us|PS3|2014|Telltale Games|0.1
Soldier of Fortune: Gold Edition|PS2|2001|Codemasters|0.56
NFL Head Coach 09|PS3|2008|Electronic Arts|0.14
Dance Factory|PS2|2006|Codemasters|0.03
Disney Infinity|WiiU|2013|Disney Interactive Studios|0.6
Dark Souls II|PS4|2015|Namco Bandai Games|0.59
Shantae and the Pirate's Curse|3DS|2015|Intergrow|0.03
Nendoroid Generation|PSP|2012|Namco Bandai Games|0.06
Dance Sensation!|Wii|2010|Majesco Entertainment|0.06
Arc the Lad: End of Darkness|PS2|2004|Sony Computer Entertainment|0.06
Dead or Alive Ultimate|XB|2004|Tecmo Koei|0.5
Yoshi's Cookie|NES|1992|Nintendo|1.12
Lost Planet 3|PS3|2013|Capcom|0.22
After Hours Athletes|PS3|2011|Sony Computer Entertainment|0.12
Hello Kitty: Birthday Adventures|DS|2010|Namco Bandai Games|0.18
Blitz: The League II|PS3|2008|Midway Games|0.16
Bakumatsu Rock|PSP|2014|Marvelous Entertainment|0.01
Midway Arcade Treasures 3|GC|2005|Midway Games|0.07
James Cameron's Dark Angel|PS2|N/A|Universal Interactive|0.17
Final Fantasy XI: Vana'diel Collection 2008|X360|2007|Square Enix|0.15
Revolution X|PS|1995|Acclaim Entertainment|0.1
Prince of Persia: The Sands of Time|PS2|2003|Ubisoft|2.22
NBA|PSP|2005|Sony Computer Entertainment|0.21
The Sims 2: Apartment Life|PC|2008|Electronic Arts|0.09
Dance Dance Revolution Ultramix 3|XB|2005|Konami Digital Entertainment|0.38
NFL Quarterback Club 2002|GC|2001|Acclaim Entertainment|0.05
The Lord of the Rings: Conquest|PC|2009|Electronic Arts|0.03
Heavy Fire: Afghanistan|Wii|2011|Mastiff|0.11
Dragon Warrior III|GB|2000|Enix Corporation|0.81
The Sims: Complete Collection|PC|2005|Electronic Arts|0.02
X-Men Origins: Wolverine|Wii|2009|Activision|0.25
Bladestorm: The Hundred Years' War|PS3|2007|Tecmo Koei|0.29
Evil Dead: Regeneration|XB|2005|THQ|0.08
My Word Coach|Wii|2007|Ubisoft|0.51
Bust A Groove|PS|1998|Sony Computer Entertainment|0.54
Disgaea 3: Absence of Detention|PSV|N/A|Nippon Ichi Software|0.3
Marvel Super Hero Squad: Comic Combat|Wii|2011|THQ|0.2
Capcom vs. SNK|DC|2000|Virgin Interactive|0.22
Crash Nitro Kart|GBA|2003|Vivendi Games|0.46
Super Smash Bros. for Wii U and 3DS|WiiU|2014|Nintendo|5.02
Online Chess Kingdoms|PSP|2006|Konami Digital Entertainment|0.02
The Gunstringer|X360|2011|Microsoft Game Studios|0.41
Tenchu Z|X360|2006|Microsoft Game Studios|0.34
Jewel Quest II|PC|2007|Avanquest|0.01
Littlest Pet Shop: Friends|Wii|2009|Electronic Arts|0.26
Kamaitachi no Yoru|SNES|1994|ChunSoft|0.81
Crazy Taxi|DC|2000|Sega|1.81
NHL 09|X360|2008|Electronic Arts|0.5
Dancing with the Stars: We Dance!|DS|2008|Activision|0.39
Rune Factory 2: A Fantasy Harvest Moon|DS|2008|Rising Star Games|0.54
Family Party: 90 Great Games Party Pack|Wii|2010|D3Publisher|0.33
Red Faction: Armageddon|X360|2011|THQ|0.39
Viewtiful Joe: Red Hot Rumble|GC|2005|Capcom|0.06
Jewel Master: Cradle of Rome|Wii|2008|Rondomedia|0.03
Cory in the House|DS|2007|Disney Interactive Studios|0.12
Playboy: The Mansion|XB|2005|Ubisoft|0.09
LEGO Batman 2: DC Super Heroes|WiiU|2013|Warner Bros. Interactive Entertainment|0.13
Hot Wheels Velocity X|PS2|2002|THQ|0.47
LEGO Harry Potter: Years 5-7|PSP|N/A|Warner Bros. Interactive Entertainment|0.27
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei|PSV|2013|Marvelous Entertainment|0.36
The Godfather II|PS3|2009|Electronic Arts|0.75
Naruto Shippuden: Ultimate Ninja Storm Revolution|PS3|2014|Namco Bandai Games|0.47
Greg Hastings' Tournament Paintball|XB|2004|Activision|0.54
WWE SmackDown vs Raw 2008|PS3|2007|THQ|1.33
Yoshi Touch & Go (JP sales)|DS|2005|Nintendo|0.22
Syphon Filter: The Omega Strain|PS2|2004|Sony Computer Entertainment|0.76
Rhythm Thief & the Emperor's Treasure|3DS|2012|Sega|0.27
Halo 5: Guardians|XOne|2015|Microsoft Game Studios|4.26
Sudokuro|DS|2007|Crave Entertainment|0.11
Summer Athletics: The Ultimate Challenge (US sales)|Wii|2008|DTP Entertainment|0.27
Rogue Warrior|X360|2009|Bethesda Softworks|0.11
Tamagotchi|GB|1996|Namco Bandai Games|1.45
Cheer We Go!|DS|2010|Natsume|0.04
Supremacy MMA|X360|2011|505 Games|0.08
Crimson Sea|XB|2002|Tecmo Koei|0.09
Need for Speed Rivals|PS4|2013|Electronic Arts|1.89
Alan Wake|PC|2012|Nordic Games|0.07
The Testament of Sherlock Holmes|PC|2012|Focus Home Interactive|0.07
Battle Assault 3 featuring Gundam Seed|PS2|2004|Namco Bandai Games|0.03
PAC-MAN and the Ghostly Adventures|PS3|2013|Namco Bandai Games|0.09
Zenses: Rainforest|DS|2008|Game Factory|0.12
Hotel Giant 2|PC|2008|JoWood Productions|0.04
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku|PSV|2015|FuRyu|0.03
Samurai Warriors 2: Xtreme Legends|PS2|2007|Tecmo Koei|0.09
